,Departure Date,Buffalo Load,Buffalo Loss,Buffalo Pct,Cattle Load,Cattle Loss,Cattle Pct,Sheep Load,Sheep Loss,Sheep Pct,Duration (days)
396,Feb-15,,,,1418.0,1.0,0.0007,,,,10
397,Feb-15,,,,2412.0,3.0,0.0012,,,,14
398,Feb-15,,,,2050.0,3.0,0.0015,,,,7
399,Feb-15,,,,2959.0,5.0,0.0017,,,,13
400,Feb-15,,,,1344.0,0.0,0.0,2100.0,7.0,0.0033,14
401,Feb-15,,,,6132.0,5.0,0.0008,,,,14
402,Feb-15,,,,298.0,0.0,0.0,85618.0,495.0,0.0058,23
403,Feb-15,,,,2869.0,2.0,0.0007,,,,14
404,Feb-15,,,,4036.0,2.0,0.0005,,,,8
405,Feb-15,,,,3880.0,34.0,0.0088,,,,13
406,Mar-15,,,,1903.0,0.0,0.0,,,,13
407,Mar-15,,,,3465.0,1.0,0.0003,,,,11
408,Mar-15,,,,1919.0,1.0,0.0005,,,,8
409,Mar-15,,,,1308.0,1.0,0.0008,,,,17
410,Mar-15,,,,6899.0,1.0,0.0001,,,,8
411,Mar-15,,,,3382.0,1.0,0.0003,,,,8
412,Mar-15,,,,3479.0,1.0,0.0003,,,,6
413,Mar-15,,,,1080.0,1.0,0.0009,,,,17
414,Mar-15,,,,3082.0,2.0,0.0006,,,,7
415,Mar-15,,,,2900.0,2.0,0.0007,,,,9
416,Mar-15,,,,2547.0,0.0,0.0,,,,9
417,Mar-15,,,,,,,77072.0,263.0,0.0034,21
418,Mar-15,,,,2531.0,2.0,0.0008,,,,9
419,Mar-15,,,,6891.0,0.0,0.0,,,,6
420,Mar-15,182.0,0.0,0.0,1289.0,0.0,0.0,,,,9
421,Mar-15,,,,2341.0,0.0,0.0,,,,11
422,Mar-15,,,,2046.0,0.0,0.0,,,,14
423,Mar-15,,,,3914.0,1.0,0.0003,,,,9
424,Mar-15,,,,4200.0,0.0,0.0,,,,7
425,Mar-15,,,,2200.0,3.0,0.0014,,,,18
426,Mar-15,,,,7050.0,2.0,0.0003,,,,10
427,Mar-15,,,,1290.0,0.0,0.0,,,,10
428,Mar-15,,,,50.0,0.0,0.0,84276.0,868.0,0.0103,23
429,Mar-15,,,,6917.0,1.0,0.0001,,,,11
430,Mar-15,,,,1381.0,0.0,0.0,,,,12
431,Mar-15,,,,1099.0,0.0,0.0,,,,10
432,Apr-15,,,,6459.0,1.0,0.0002,,,,4
433,Apr-15,,,,3871.0,3.0,0.0008,,,,8
434,Apr-15,,,,2896.0,1.0,0.0003,,,,7
435,Apr-15,,,,16210.0,97.0,0.006,16714.0,161.0,0.0096,36
436,Apr-15,,,,3881.0,1.0,0.0003,,,,6
437,Apr-15,,,,2752.0,0.0,0.0,,,,14
438,Apr-15,,,,3000.0,1.0,0.0003,,,,8
439,Apr-15,407.0,2.0,0.0049,4006.0,5.0,0.0012,,,,15
440,Apr-15,,,,100.0,0.0,0.0,89454.0,386.0,0.0043,26
441,Apr-15,,,,2841.0,1.0,0.0004,,,,15
442,Apr-15,,,,6909.0,0.0,0.0,,,,5
443,Apr-15,,,,3404.0,0.0,0.0,,,,8
444,Apr-15,,,,1080.0,2.0,0.0019,,,,17
445,Apr-15,,,,1177.0,1.0,0.0008,,,,10
446,Apr-15,,,,5162.0,1.0,0.0002,,,,6
447,Apr-15,,,,1444.0,0.0,0.0,,,,12
448,Apr-15,,,,3847.0,0.0,0.0,,,,5
449,Apr-15,,,,2900.0,0.0,0.0,,,,7
450,Apr-15,,,,3849.0,2.0,0.0005,,,,9
451,Apr-15,,,,17617.0,13.0,0.0007,,,,17
452,Apr-15,,,,6215.0,0.0,0.0,,,,4
453,Apr-15,,,,4149.0,1.0,0.0002,,,,10
454,Apr-15,,,,,,,75148.0,356.0,0.0047,21
455,Apr-15,,,,3888.0,1.0,0.0003,,,,5
456,Apr-15,,,,3614.0,0.0,0.0,,,,9
457,Apr-15,,,,1750.0,1.0,0.0006,,,,11
458,Apr-15,,,,1898.0,0.0,0.0,,,,9
459,Apr-15,,,,3141.0,0.0,0.0,,,,8
460,Apr-15,,,,2899.0,1.0,0.0003,,,,8
461,Apr-15,,,,3218.0,0.0,0.0,,,,7
462,Apr-15,,,,3901.0,1.0,0.0003,,,,6
463,Apr-15,,,,2727.0,0.0,0.0,,,,11
464,Apr-15,,,,10187.0,11.0,0.0011,,,,9
465,Apr-15,,,,7000.0,1.0,0.0001,,,,8
466,Apr-15,,,,6919.0,1.0,0.0001,,,,14
467,Apr-15,,,,2658.0,0.0,0.0,,,,7
468,Apr-15,,,,2144.0,2.0,0.0009,,,,10
469,May-15,,,,2549.0,2.0,0.0008,,,,9
470,May-15,,,,4203.0,1.0,0.0002,,,,6
471,May-15,,,,4558.0,1.0,0.0002,,,,12
472,May-15,,,,4000.0,2.0,0.0005,,,,6
473,May-15,,,,3336.0,0.0,0.0,,,,6
474,May-15,,,,1229.0,2.0,0.0016,,,,10
475,May-15,,,,4492.0,1.0,0.0002,,,,11
476,May-15,,,,,,,82509.0,312.0,0.0038,23
477,May-15,,,,2599.0,1.0,0.0004,,,,7
478,May-15,,,,5900.0,0.0,0.0,,,,16
479,May-15,,,,1748.0,0.0,0.0,,,,8
480,May-15,,,,2832.0,2.0,0.0007,,,,5
481,May-15,,,,6210.0,1.0,0.0002,,,,8
482,May-15,,,,3823.0,0.0,0.0,,,,6
483,May-15,,,,1852.0,0.0,0.0,,,,6
484,May-15,291.0,1.0,0.0034,2053.0,1.0,0.0005,,,,14
485,May-15,,,,1524.0,1.0,0.0007,,,,12
486,May-15,,,,200.0,1.0,0.005,91038.0,964.0,0.0106,39
487,May-15,,,,13429.0,10.0,0.0007,,,,19
488,May-15,,,,2072.0,9.0,0.0043,,,,10
489,May-15,,,,2800.0,1.0,0.0004,,,,7
490,May-15,,,,3789.0,0.0,0.0,,,,6
491,May-15,,,,18114.0,17.0,0.0009,,,,16
492,May-15,,,,7375.0,3.0,0.0004,,,,7
493,May-15,,,,960.0,0.0,0.0,,,,17
494,May-15,,,,2174.0,4.0,0.0018,,,,6
495,May-15,,,,2519.0,2.0,0.0008,,,,5
496,May-15,,,,6968.0,1.0,0.0001,,,,8
497,May-15,,,,2907.0,3.0,0.001,,,,17
498,May-15,,,,3970.0,0.0,0.0,,,,7
499,May-15,,,,2445.0,2.0,0.0008,,,,9
500,May-15,,,,1292.0,0.0,0.0,,,,10
501,May-15,,,,1956.0,0.0,0.0,,,,7
502,May-15,,,,2171.0,1.0,0.0005,,,,7
503,May-15,,,,,,,73961.0,483.0,0.0065,21
504,May-15,,,,2479.0,7.0,0.0028,,,,11
505,May-15,,,,3838.0,2.0,0.0005,,,,13
506,May-15,,,,2016.0,1.0,0.0005,,,,11
507,May-15,,,,5529.0,7.0,0.0013,,,,15
508,Jun-15,,,,3187.0,0.0,0.0,,,,7
509,Jun-15,,,,1000.0,0.0,0.0,,,,9
510,Jun-15,493.0,1.0,0.0,1496.0,1.0,0.001,,,,8
511,Jun-15,303.0,1.0,0.0033,4872.0,4.0,0.0008,,,,10
512,Jun-15,,,,4291.0,1.0,0.0002,,,,10
513,Jun-15,,,,3763.0,0.0,0.0,,,,12
514,Jun-15,,,,9039.0,14.0,0.0015,61551.0,397.0,0.0064,22
515,Jun-15,,,,3424.0,0.0,0.0,,,,11
516,Jun-15,,,,1657.0,5.0,0.003,,,,7
517,Jun-15,,,,2050.0,1.0,0.0005,,,,8
518,Jun-15,,,,2926.0,0.0,0.0,,,,9
519,Jun-15,,,,3798.0,0.0,0.0,,,,6
520,Jun-15,,,,5712.0,19.0,0.0033,,,,14
521,Jun-15,100.0,0.0,0.0,1300.0,0.0,0.0,,,,8
522,Jun-15,,,,2234.0,3.0,0.0013,,,,11
523,Jun-15,,,,3840.0,3.0,0.0008,,,,8
524,Jun-15,,,,2081.0,0.0,0.0,,,,7
525,Jun-15,,,,6548.0,1.0,0.0002,,,,6
526,Jun-15,,,,2250.0,1.0,0.000444444,,,,8
527,Jun-15,,,,19193.0,16.0,0.0008336369999999999,,,,18
528,Jun-15,,,,,,,73121.0,478.0,0.00653711,26
529,Jun-15,,,,2089.0,0.0,0.0,,,,5
530,Jun-15,,,,960.0,2.0,0.0020833329999999997,,,,17
531,Jun-15,,,,3114.0,0.0,0.0,,,,7
532,Jun-15,,,,2900.0,0.0,0.0,,,,5
533,Jun-15,,,,2748.0,0.0,0.0,,,,8
534,Jun-15,,,,16377.0,20.0,0.001221225,,,,11
535,Jun-15,,,,2294.0,2.0,0.00087184,,,,9
536,Jun-15,,,,1181.0,0.0,0.0,,,,15
537,Jun-15,,,,2990.0,1.0,0.00033444800000000005,,,,8
538,Jun-15,,,,1806.0,2.0,0.00110742,,,,9
539,Jun-15,,,,2305.0,1.0,0.000433839,,,,11
540,Jun-15,,,,2123.0,7.0,0.003297221,,,,9
541,Jul-15,,,,3940.0,1.0,0.000253807,,,,15
542,Jul-15,,,,,,,71804.0,420.0,0.005849256,21
543,Jul-15,,,,4198.0,1.0,0.00023820900000000002,,,,9
544,Jul-15,,,,4066.0,1.0,0.000245942,,,,9
545,Jul-15,,,,2095.0,1.0,0.000477327,,,,10
546,Jul-15,192.0,0.0,0.0,1284.0,0.0,0.0,,,,9
547,Jul-15,,,,6437.0,2.0,0.000310704,,,,7
548,Jul-15,,,,17516.0,52.0,0.0029687140000000003,7683.0,67.0,0.008720552,26
549,Jul-15,,,,1532.0,0.0,0.0,,,,12
550,Jul-15,,,,2253.0,3.0,0.0013315579999999998,,,,7
551,Jul-15,,,,6750.0,5.0,0.0007407410000000001,,,,7
552,Jul-15,,,,1650.0,0.0,0.0,,,,9
553,Jul-15,,,,3069.0,0.0,0.0,,,,7
554,Jul-15,,,,2580.0,2.0,0.000775194,,,,10
555,Jul-15,,,,3214.0,0.0,0.0,,,,7
556,Jul-15,,,,2194.0,2.0,0.000911577,,,,12
557,Jul-15,,,,3883.0,0.0,0.0,,,,7
558,Jul-15,941.0,4.0,0.004250797,17515.0,48.0,0.002740508,,,,25
559,Jul-15,,,,2904.0,4.0,0.00137741,,,,12
560,Jul-15,,,,3792.0,4.0,0.001054852,,,,18
561,Jul-15,,,,960.0,2.0,0.0020833329999999997,,,,17
562,Jul-15,,,,2849.0,0.0,0.0,,,,10
563,Jul-15,,,,100.0,0.0,0.0,83915.0,676.0,0.008055771,23
564,Jul-15,,,,2469.0,4.0,0.001620089,,,,8
565,Jul-15,,,,2010.0,0.0,0.0,,,,9
566,Jul-15,,,,1782.0,2.0,0.001122334,,,,5
567,Jul-15,,,,6050.0,15.0,0.002479339,,,,14
568,Jul-15,,,,2268.0,0.0,0.0,,,,8
569,Jul-15,,,,13844.0,35.0,0.002528171,7337.0,15.0,0.002044432,24
570,Jul-15,,,,2987.0,0.0,0.0,,,,8
571,Jul-15,,,,1436.0,7.0,0.004874652,,,,9
572,Aug-15,,,,6874.0,1.0,0.00014547600000000001,,,,13
573,Aug-15,,,,3200.0,4.0,0.00125,,,,17
574,Aug-15,,,,2461.0,2.0,0.0008126780000000001,,,,18
575,Aug-15,,,,,,,71677.0,1253.0,0.017481200000000002,21
576,Aug-15,,,,2905.0,0.0,0.0,,,,7
577,Aug-15,,,,3999.0,2.0,0.000500125,,,,8
578,Aug-15,,,,6057.0,3.0,0.000495295,,,,19
579,Aug-15,,,,2594.0,0.0,0.0,,,,11
580,Aug-15,,,,2090.0,3.0,0.001435407,,,,11
581,Aug-15,,,,1599.0,0.0,0.0,,,,10
582,Aug-15,,,,2622.0,1.0,0.00038138800000000003,,,,10
583,Aug-15,,,,2190.0,6.0,0.0027397259999999996,,,,7
584,Aug-15,,,,2760.0,4.0,0.001449275,,,,10
585,Aug-15,,,,4450.0,2.0,0.00044943800000000003,,,,18
586,Aug-15,,,,2997.0,1.0,0.00033366699999999995,,,,8
587,Aug-15,,,,3603.0,0.0,0.0,,,,4
588,Aug-15,525.0,0.0,0.0,920.0,2.0,0.002173913,,,,8
589,Aug-15,,,,81.0,0.0,0.0,5558.0,93.0,0.016732638,11
590,Aug-15,,,,4102.0,2.0,0.00048756699999999995,,,,9
591,Aug-15,,,,2167.0,2.0,0.000922935,,,,10
592,Aug-15,,,,5316.0,8.0,0.001504891,,,,18
593,Aug-15,,,,7994.0,0.0,0.0,,,,13
594,Aug-15,,,,100.0,0.0,0.0,74806.0,701.0,0.009370906,14
595,Aug-15,,,,960.0,2.0,0.0020833329999999997,,,,17
596,Aug-15,,,,4020.0,2.0,0.000497512,,,,16
597,Sep-15,,,,,,,68012.0,374.0,0.00549903,21
598,Sep-15,,,,3311.0,1.0,0.000302024,,,,18
599,Sep-15,,,,4744.0,11.0,0.002318718,,,,14
600,Sep-15,,,,2142.0,3.0,0.00140056,,,,12
601,Sep-15,,,,1201.0,0.0,0.0,,,,10
602,Sep-15,,,,2603.0,1.0,0.00038417199999999995,,,,7
603,Sep-15,503.0,0.0,0.0,12793.0,48.0,0.003752052,,,,16
604,Sep-15,,,,2084.0,5.0,0.0023992320000000003,,,,5
605,Sep-15,,,,2352.0,8.0,0.003401361,,,,12
606,Sep-15,,,,4029.0,3.0,0.000744602,,,,10
607,Sep-15,,,,2100.0,5.0,0.002380952,,,,22
608,Sep-15,,,,11459.0,25.0,0.002181691,49035.0,297.0,0.006056898000000001,22
609,Sep-15,,,,4071.0,10.0,0.0024563989999999997,,,,16
610,Sep-15,,,,4176.0,2.0,0.000478927,,,,16
611,Sep-15,,,,2081.0,0.0,0.0,,,,8
612,Sep-15,248.0,0.0,0.0,1060.0,3.0,0.0028301890000000003,,,,12
613,Sep-15,,,,,,,70810.0,359.0,0.005069905,21
614,Sep-15,,,,1794.0,0.0,0.0,,,,16
615,Sep-15,,,,,,,90732.0,464.0,0.0051139620000000005,27
616,Sep-15,,,,3107.0,7.0,0.002252977,,,,7
617,Sep-15,,,,2100.0,3.0,0.001428571,,,,13
618,Sep-15,,,,2669.0,3.0,0.001124016,,,,8
619,Sep-15,,,,1317.0,3.0,0.002277904,,,,14
620,Oct-15,156.0,0.0,0.0,1600.0,5.0,0.003125,,,,10
621,Oct-15,,,,3914.0,0.0,0.0,,,,6
622,Oct-15,,,,2642.0,1.0,0.000378501,,,,13
623,Oct-15,,,,4198.0,5.0,0.0011910430000000001,9981.0,66.0,0.0066125640000000005,22
624,Oct-15,,,,3304.0,1.0,0.000302663,,,,7
625,Oct-15,,,,2769.0,1.0,0.000361141,,,,5
626,Oct-15,,,,2972.0,0.0,0.0,,,,7
627,Oct-15,,,,6865.0,17.0,0.0024763289999999998,,,,20
628,Oct-15,,,,18618.0,8.0,0.00042969199999999996,,,,12
629,Oct-15,,,,3920.0,0.0,0.0,,,,7
630,Oct-15,,,,960.0,0.0,0.0,,,,17
631,Oct-15,,,,3872.0,0.0,0.0,,,,8
632,Oct-15,,,,3115.0,4.0,0.0012841089999999999,,,,5
633,Oct-15,,,,3296.0,0.0,0.0,,,,6
634,Oct-15,,,,1939.0,0.0,0.0,,,,7
635,Oct-15,,,,3565.0,1.0,0.000280505,,,,18
636,Oct-15,,,,4214.0,0.0,0.0,,,,9
637,Oct-15,,,,2972.0,2.0,0.000672948,,,,5
638,Oct-15,,,,2907.0,1.0,0.00034399699999999997,,,,8
639,Oct-15,,,,3050.0,0.0,0.0,,,,11
640,Oct-15,,,,2078.0,1.0,0.00048123199999999995,,,,9
641,Oct-15,,,,1650.0,3.0,0.0018181820000000002,,,,9
642,Oct-15,,,,2073.0,3.0,0.001447178,,,,8
643,Oct-15,,,,3999.0,0.0,0.0,,,,5
644,Oct-15,,,,3613.0,0.0,0.0,,,,5
645,Oct-15,752.0,2.0,0.002659574,4184.0,6.0,0.001434034,,,,17
646,Oct-15,,,,,,,72789.0,256.0,0.003517015,19
647,Oct-15,,,,3857.0,8.0,0.002074151,,,,9
648,Oct-15,,,,2952.0,0.0,0.0,,,,5
649,Oct-15,,,,18648.0,9.0,0.000482625,,,,13
650,Oct-15,,,,3113.0,0.0,0.0,,,,6
651,Oct-15,,,,2109.0,4.0,0.0018966329999999998,,,,7
652,Oct-15,,,,452.0,0.0,0.0,82268.0,305.0,0.003707395,18
653,Nov-15,,,,2900.0,1.0,0.00034482800000000004,,,,7
654,Nov-15,,,,4060.0,0.0,0.0,,,,6
655,Nov-15,,,,1873.0,0.0,0.0,,,,8
656,Nov-15,,,,4105.0,1.0,0.000243605,,,,4
657,Nov-15,,,,2713.0,1.0,0.000368596,,,,5
658,Nov-15,,,,3047.0,1.0,0.000328192,,,,7
659,Nov-15,,,,3927.0,0.0,0.0,,,,6
660,Nov-15,,,,,,,81261.0,389.0,0.004787044,23
661,Nov-15,,,,1080.0,0.0,0.0,,,,17
662,Nov-15,,,,2440.0,3.0,0.001229508,,,,9
663,Nov-15,,,,4425.0,0.0,0.0,,,,18
664,Nov-15,,,,2011.0,0.0,0.0,,,,7
665,Nov-15,,,,6000.0,2.0,0.00033333300000000006,,,,10
666,Nov-15,,,,4053.0,2.0,0.000493462,,,,5
667,Nov-15,,,,1905.0,1.0,0.000524934,,,,9
668,Nov-15,,,,4430.0,6.0,0.0013544020000000002,9581.0,19.0,0.001983092,21
669,Nov-15,,,,2085.0,5.0,0.002398082,,,,11
670,Nov-15,,,,17152.0,58.0,0.00338153,,,,34
671,Nov-15,,,,4127.0,0.0,0.0,,,,9
672,Nov-15,,,,3769.0,2.0,0.000530645,,,,11
673,Nov-15,,,,2841.0,0.0,0.0,,,,7
674,Nov-15,,,,13556.0,27.0,0.001991738,,,,26
675,Nov-15,,,,3258.0,0.0,0.0,,,,6
676,Nov-15,,,,1906.0,1.0,0.000524659,,,,8
677,Nov-15,,,,2936.0,14.0,0.004768392,,,,12
678,Nov-15,,,,3832.0,3.0,0.000782881,,,,11
679,Nov-15,,,,6196.0,8.0,0.0012911560000000001,,,,20
680,Nov-15,,,,7228.0,4.0,0.0005534030000000001,,,,12
681,Dec-15,,,,3700.0,1.0,0.00027027,,,,18
682,Dec-15,,,,3000.0,1.0,0.00033333300000000006,,,,9
683,Dec-15,,,,2050.0,0.0,0.0,,,,6
684,Dec-15,,,,2004.0,0.0,0.0,,,,6
685,Dec-15,,,,3095.0,1.0,0.000323102,,,,9
686,Dec-15,,,,3512.0,5.0,0.00142369,,,,16
687,Dec-15,,,,1744.0,0.0,0.0,,,,14
688,Dec-15,,,,4245.0,8.0,0.00188457,,,,25
689,Dec-15,,,,100.0,0.0,0.0,74531.0,298.0,0.003998336,19
690,Dec-15,,,,3125.0,3.0,0.0009599999999999999,,,,20
691,Dec-15,,,,2764.0,0.0,0.0,,,,9
692,Dec-15,4.0,0.0,0.0,3020.0,0.0,0.0,,,,7
693,Dec-15,,,,3323.0,4.0,0.001203732,,,,13
694,Dec-15,,,,2868.0,3.0,0.001046025,,,,7
695,Dec-15,,,,1663.0,2.0,0.0012026460000000001,,,,7
696,Dec-15,,,,2915.0,0.0,0.0,,,,11
697,Dec-15,,,,906.0,0.0,0.0,71756.0,576.0,0.008,31
698,Dec-15,,,,3685.0,3.0,0.0008,,,,14
699,Dec-15,,,,1080.0,0.0,0.0,,,,19
700,Dec-15,,,,2123.0,8.0,0.0038,,,,16
701,Dec-15,,,,2507.0,7.0,0.0028,,,,26
702,Dec-15,,,,100.0,0.0,0.0,71980.0,516.0,0.0072,24
703,Dec-15,,,,2872.0,0.0,0.0,,,,13
704,Dec-15,,,,1314.0,4.0,0.003,,,,14
705,Dec-15,,,,2482.0,0.0,0.0,,,,19
706,Dec-15,,,,17378.0,3.0,0.0002,,,,10
707,Dec-15,,,,4093.0,3.0,0.0007,,,,9
708,Dec-15,,,,2204.0,4.0,0.0018,,,,15
709,Dec-15,,,,2238.0,2.0,0.0009,,,,11
710,Jan-16,,,,6096.0,6.0,0.001,,,,13
711,Jan-16,,,,2200.0,1.0,0.0005,,,,11
712,Jan-16,,,,2847.0,5.0,0.0018,,,,11
713,Jan-16,,,,2792.0,3.0,0.0011,,,,12
714,Jan-16,,,,5610.0,3.0,0.0005,,,,15
715,Jan-16,,,,3167.0,2.0,0.0006,,,,6
716,Jan-16,,,,2023.0,3.0,0.0015,,,,14
717,Jan-16,,,,6381.0,8.0,0.0013,,,,13
718,Jan-16,,,,1350.0,1.0,0.0007,,,,11
719,Jan-16,,,,2063.0,1.0,0.0005,,,,9
720,Jan-16,,,,6951.0,21.0,0.003,,,,27
721,Jan-16,,,,1886.0,0.0,0.0,,,,8
722,Jan-16,,,,17659.0,50.0,0.0028,,,,20
723,Jan-16,,,,17507.0,75.0,0.0043,5898.0,40.0,0.0068,38
724,Jan-16,,,,3082.0,1.0,0.0003,,,,7
725,Jan-16,,,,3086.0,1.0,0.0003,,,,7
726,Jan-16,,,,100.0,0.0,0.0,87635.0,329.0,0.0038,26
727,Jan-16,,,,4000.0,0.0,0.0,,,,9
728,Jan-16,,,,1080.0,1.0,0.0009,,,,18
729,Jan-16,,,,3111.0,0.0,0.0,,,,6
730,Jan-16,,,,2025.0,3.0,0.0015,,,,10
731,Jan-16,,,,2887.0,1.0,0.0003,,,,9
732,Jan-16,,,,2880.0,1.0,0.0003,,,,8
733,Jan-16,,,,1250.0,0.0,0.0,,,,8
734,Jan-16,,,,683.0,2.0,0.0029,3352.0,59.0,0.0176,11
735,Jan-16,,,,4094.0,1.0,0.0002,,,,8
736,Jan-16,,,,3836.0,1.0,0.0003,,,,9
737,Feb-16,,,,4110.0,1.0,0.0002,,,,8
738,Feb-16,,,,8400.0,28.0,0.0033,,,,24
739,Feb-16,,,,3156.0,0.0,0.0,,,,7
740,Feb-16,,,,3195.0,0.0,0.0,,,,7
741,Feb-16,,,,5140.0,6.0,0.0012,,,,20
742,Feb-16,,,,3000.0,2.0,0.0007,,,,9
743,Feb-16,,,,2982.0,3.0,0.001,,,,12
744,Feb-16,,,,6282.0,12.0,0.0019,,,,13
745,Feb-16,,,,1976.0,2.0,0.001,,,,10
746,Feb-16,,,,230.0,0.0,0.0,73956.0,412.0,0.0056,27
747,Feb-16,,,,3290.0,4.0,0.0012,,,,17
748,Feb-16,,,,2998.0,4.0,0.0013,,,,14
749,Feb-16,,,,10768.0,47.0,0.0044,41778.0,269.0,0.0064,27
750,Feb-16,,,,2982.0,1.0,0.0003,,,,5
751,Feb-16,,,,2393.0,12.0,0.005,,,,17
752,Feb-16,,,,1874.0,15.0,0.008,,,,13
753,Feb-16,,,,4070.0,2.0,0.0005,,,,9
754,Feb-16,213.0,0.0,0.0,1185.0,1.0,0.0008,,,,9
755,Feb-16,,,,2971.0,0.0,0.0,,,,8
756,Feb-16,,,,3237.0,0.0,0.0,,,,6
757,Feb-16,,,,2443.0,0.0,0.0,,,,10
758,Feb-16,,,,3899.0,0.0,0.0,,,,9
759,Feb-16,,,,1003.0,6.0,0.006,2355.0,17.0,0.0072,12
760,Feb-16,,,,2016.0,6.0,0.003,,,,9
761,Feb-16,,,,3231.0,0.0,0.0,,,,10
762,Feb-16,,,,4189.0,1.0,0.0002,,,,6
763,Feb-16,,,,1080.0,0.0,0.0,,,,18
764,Mar-16,,,,305.0,1.0,0.0033,72609.0,287.0,0.004,23
765,Mar-16,,,,1825.0,0.0,0.0,,,,9
766,Mar-16,,,,3085.0,0.0,0.0,,,,7
767,Mar-16,,,,3431.0,3.0,0.0009,,,,14
768,Mar-16,,,,2493.0,3.0,0.0012,,,,23
769,Mar-16,,,,1003.0,1.0,0.001,63669.0,149.0,0.0023,24
770,Mar-16,,,,3772.0,0.0,0.0,,,,5
771,Mar-16,,,,3029.0,6.0,0.002,,,,14
772,Mar-16,,,,2922.0,0.0,0.0,,,,8
773,Mar-16,,,,4201.0,1.0,0.0002,,,,8
774,Mar-16,,,,1705.0,2.0,0.0012,,,,12
775,Mar-16,,,,3310.0,1.0,0.0003,,,,7
776,Mar-16,,,,3958.0,15.0,0.0038,,,,18
777,Mar-16,,,,2932.0,10.0,0.0034,,,,11
778,Mar-16,,,,1318.0,13.0,0.0099,,,,5
779,Mar-16,,,,3380.0,1.0,0.0003,,,,8
780,Mar-16,,,,16812.0,67.0,0.004,,,,37
781,Mar-16,,,,1764.0,25.0,0.0142,,,,12
782,Mar-16,,,,3629.0,8.0,0.0022,,,,17
783,Mar-16,,,,1123.0,4.0,0.0036,1214.0,17.0,0.013999999999999999,12
784,Mar-16,,,,2549.0,6.0,0.0024,,,,12
785,Mar-16,,,,1799.0,0.0,0.0,,,,7
786,Mar-16,,,,19485.0,16.0,0.0008,,,,21
787,Mar-16,,,,3043.0,0.0,0.0,,,,9
788,Mar-16,,,,3831.0,1.0,0.0003,,,,7
789,Mar-16,,,,,,,66247.0,133.0,0.002,22
790,Mar-16,,,,1952.0,6.0,0.0031,,,,10
791,Mar-16,,,,5952.0,9.0,0.0015,,,,22
792,Mar-16,,,,3244.0,0.0,0.0,,,,8
